4,0
5,0
8,0
10,0
14,1
16,0
21,0
25,0
30,1
35,0
40,0
47,1
52,0
60,1
70,0
80,1
86,0
90,1
98,0
109,1
119,1
126,0
137,1
146,1
158,0
169,1
181,1
194,1
205,0
219,1
232,1
245,1
260,1
274,1
289,1
304,1
321,1
336,1
353,1
385,1
388,1
405,2
423,1
441,1
460,1
479,2
499,1
519,1
540,2
560,1
601,2
604,1
627,2
649,1
671,2
695,1
718,2
759,2
767,1
791,2
817,2
843,2
868,2
910,2
924,3
949,2
976,3
1004,3
1042,3
1069,2
1091,2
1120,3
1151,2
1199,2
1213,3
1243,3
1274,3
1323,3
1344,2
1371,2
1404,3
1459,3
1472,3
1506,2
1559,3
1577,4
1611,3
1668,3
1684,3
1720,3
1777,2
1795,3
1833,3
1892,3
1910,3
1965,3
0,0
0,0
1,0
2,0
4,0
5,0
8,0
10,0
14,1
17,0
20,0
25,0
30,1
35,0
40,1
46,0
52,0
59,1
66,0
73,1
81,0
89,1
98,1
107,0
116,1
126,1
136,0
146,1
158,1
169,1
184,1
199,1
208,1
223,0
237,1
251,1
265,1
280,6
294,1
313,1
329,1
355,1
360,2
380,1
396,1
413,1
433,1
453,1
472,2
490,1
512,1
533,2
565,1
574,2
592,1
613,1
641,2
665,2
690,1
705,2
739,1
747,2
788,2
807,2
830,2
853,1
924,2
909,2
932,2
960,2
995,2
1066,2
1108,2
1148,2
1178,2
1176,2
1201,2
1215,2
1242,2
1259,2
1355,3
1397,2
1383,2
1433,2
1438,2
1534,3
1517,2
1600,2
1590,3
1610,2
1650,2
1652,3
1682,2
1738,3
1758,2
1799,3
1889,2
1872,3
1926,2
1950,3
0,0
1,0
1,0
2,0
3,0
5,0
8,0
10,0
13,1
17,0
21,0
25,0
29,1
35,0
40,0
45,1
52,0
59,1
65,0
73,1
81,0
88,1
97,0
106,0
116,1
125,0
136,1
147,1
161,0
169,1
180,1
194,1
220,0
221,1
233,1
245,1
265,1
278,1
297,1
310,1
323,1
344,1
357,1
377,1
392,1
406,2
424,1
448,1
469,1
479,2
509,1
533,1
547,2
565,1
587,2
614,1
637,2
663,1
670,2
695,2
717,1
742,2
766,2
797,1
826,2
843,2
868,2
894,2
921,2
965,2
976,2
1009,1
1032,2
1059,2
1108,2
1119,2
1151,2
1181,2
1227,2
1242,2
1273,2
1305,3
1353,2
1370,2
1405,3
1437,3
1487,3
1507,3
1539,5
1592,5
1613,6
1646,5
1698,5
1720,6
1757,5
1810,6
1834,5
1870,6
1924,5
1948,6
0,0
1,0
1,0
1,1
4,0
5,0
8,0
10,1
14,0
17,1
21,0
25,1
29,1
35,0
40,1
46,1
52,1
59,1
66,1
73,1
81,1
90,1
97,1
106,2
117,1
125,2
138,1
158,2
161,1
169,2
181,1
193,2
206,2
218,2
232,2
245,2
260,2
276,2
289,2
305,2
320,3
340,2
356,2
378,3
394,2
417,3
434,2
441,3
461,3
487,3
506,3
522,2
546,3
571,3
592,4
619,3
629,3
649,3
672,4
696,3
719,4
742,3
778,4
796,3
821,4
842,4
869,4
896,4
938,4
949,4
975,4
1008,4
1032,4
1078,4
1094,5
1128,4
1151,5
1181,5
1229,4
1242,8
1276,3
1307,2
1363,2
1372,2
1404,3
1456,3
1472,2
1511,3
1546,2
1587,3
1612,2
1650,3
1701,2
1723,3
1765,2
1806,3
1834,2
1888,3
1910,3
1955,2
0,0
0,0
1,0
2,0
3,0
6,0
7,0
11,0
13,0
18,0
21,1
25,0
30,0
35,0
41,1
48,0
55,1
62,0
72,0
74,1
81,0
90,1
98,1
107,0
119,1
127,0
136,1
147,1
157,1
169,0
181,1
193,1
206,1
218,1
232,0
245,1
260,1
274,1
289,1
305,1
320,1
337,1
353,1
387,1
387,1
405,2
423,1
442,1
463,2
493,1
506,1
526,1
548,2
571,1
607,2
611,1
631,2
648,1
672,2
695,2
718,1
758,2
767,2
793,2
818,1
862,2
890,2
930,2
943,2
971,2
1001,2
1029,2
1061,2
1089,2
1104,2
1126,2
1150,2
1196,2
1212,2
1254,2
1310,2
1333,2
1358,3
1401,2
1450,2
1467,2
1576,2
1510,2
1609,2
1578,3
1613,2
1664,3
1684,2
1726,3
1776,2
1797,2
1849,3
1872,3
1911,2
1966,3
